"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"937","12","Level 2 & 3","30 & Below","79.21","Q3 2016"
"938","12","Level 2 & 3",">30 - 100","NA","Q3 2016"
"939","12","Level 2 & 3",">100 - 300","NA","Q3 2016"
"940","12","Level 2 & 3",">300","NA","Q3 2016"
"941","12","Level 4 & Above","30 & Below","NA","Q3 2016"
"942","12","Level 4 & Above",">30 - 100","NA","Q3 2016"
"943","12","Level 4 & Above",">100 - 300","NA","Q3 2016"
"944","12","Level 4 & Above",">300","NA","Q3 2016"
"945","12","B1 & Below","30 & Below","NA","Q4 2016"
"946","12","B1 & Below",">30 - 100","NA","Q4 2016"
"947","12","B1 & Below",">100 - 300","NA","Q4 2016"
"948","12","B1 & Below",">300","NA","Q4 2016"
"949","12","Level 1","30 & Below","81.74","Q4 2016"
"950","12","Level 1",">30 - 100","46.62","Q4 2016"
"951","12","Level 1",">100 - 300","NA","Q4 2016"
"952","12","Level 1",">300","NA","Q4 2016"
"953","12","Level 2 & 3","30 & Below","NA","Q4 2016"
"954","12","Level 2 & 3",">30 - 100","42.35","Q4 2016"
"955","12","Level 2 & 3",">100 - 300","NA","Q4 2016"
"956","12","Level 2 & 3",">300","NA","Q4 2016"
"957","12","Level 4 & Above","30 & Below","NA","Q4 2016"
"958","12","Level 4 & Above",">30 - 100","NA","Q4 2016"
"959","12","Level 4 & Above",">100 - 300","NA","Q4 2016"
"960","12","Level 4 & Above",">300","NA","Q4 2016"
"961","12","B1 & Below","30 & Below","NA","Q1 2017"
"962","12","B1 & Below",">30 - 100","NA","Q1 2017"
"963","12","B1 & Below",">100 - 300","NA","Q1 2017"
"964","12","B1 & Below",">300","NA","Q1 2017"
"965","12","Level 1","30 & Below","77.27","Q1 2017"
"966","12","Level 1",">30 - 100","89.84","Q1 2017"
"967","12","Level 1",">100 - 300","35.53","Q1 2017"
"968","12","Level 1",">300","NA","Q1 2017"
"969","12","Level 2 & 3","30 & Below","55.00","Q1 2017"
"970","12","Level 2 & 3",">30 - 100","NA","Q1 2017"
"971","12","Level 2 & 3",">100 - 300","NA","Q1 2017"
"972","12","Level 2 & 3",">300","NA","Q1 2017"
"973","12","Level 4 & Above","30 & Below","NA","Q1 2017"
"974","12","Level 4 & Above",">30 - 100","NA","Q1 2017"
"975","12","Level 4 & Above",">100 - 300","NA","Q1 2017"
"976","12","Level 4 & Above",">300","NA","Q1 2017"
"977","12","B1 & Below","30 & Below","NA","Q2 2017"
"978","12","B1 & Below",">30 - 100","NA","Q2 2017"
"979","12","B1 & Below",">100 - 300","NA","Q2 2017"
"980","12","B1 & Below",">300","NA","Q2 2017"
"981","12","Level 1","30 & Below","93.75","Q2 2017"
"982","12","Level 1",">30 - 100","57.94","Q2 2017"
"983","12","Level 1",">100 - 300","NA","Q2 2017"
"984","12","Level 1",">300","NA","Q2 2017"
"985","12","Level 2 & 3","30 & Below","53.45","Q2 2017"
"986","12","Level 2 & 3",">30 - 100","NA","Q2 2017"
"987","12","Level 2 & 3",">100 - 300","NA","Q2 2017"
"988","12","Level 2 & 3",">300","NA","Q2 2017"
"989","12","Level 4 & Above","30 & Below","NA","Q2 2017"
"990","12","Level 4 & Above",">30 - 100","NA","Q2 2017"
"991","12","Level 4 & Above",">100 - 300","NA","Q2 2017"
"992","12","Level 4 & Above",">300","NA","Q2 2017"
"993","12","B1 & Below","30 & Below","NA","Q3 2017"
"994","12","B1 & Below",">30 - 100","NA","Q3 2017"
"995","12","B1 & Below",">100 - 300","NA","Q3 2017"
"996","12","B1 & Below",">300","NA","Q3 2017"
"997","12","Level 1","30 & Below","77.27","Q3 2017"
"998","12","Level 1",">30 - 100","102.27","Q3 2017"
"999","12","Level 1",">100 - 300","36.21","Q3 2017"
"1000","12","Level 1",">300","NA","Q3 2017"
"1001","12","Level 2 & 3","30 & Below","60.00","Q3 2017"
"1002","12","Level 2 & 3",">30 - 100","NA","Q3 2017"
"1003","12","Level 2 & 3",">100 - 300","NA","Q3 2017"
"1004","12","Level 2 & 3",">300","NA","Q3 2017"
"1005","12","Level 4 & Above","30 & Below","NA","Q3 2017"
"1006","12","Level 4 & Above",">30 - 100","NA","Q3 2017"
"1007","12","Level 4 & Above",">100 - 300","NA","Q3 2017"
"1008","12","Level 4 & Above",">300","NA","Q3 2017"
"1009","12","B1 & Below","30 & Below","NA","Q4 2017"
"1010","12","B1 & Below",">30 - 100","NA","Q4 2017"
"1011","12","B1 & Below",">100 - 300","NA","Q4 2017"
"1012","12","B1 & Below",">300","NA","Q4 2017"
"1013","12","Level 1","30 & Below","105.66","Q4 2017"
"1014","12","Level 1",">30 - 100","114.56","Q4 2017"
"1015","12","Level 1",">100 - 300","55.94","Q4 2017"
"1016","12","Level 1",">300","NA","Q4 2017"
"1017","12","Level 2 & 3","30 & Below","52.38","Q4 2017"
"1018","12","Level 2 & 3",">30 - 100","38.89","Q4 2017"
"1019","12","Level 2 & 3",">100 - 300","28.23","Q4 2017"
"1020","12","Level 2 & 3",">300","47.26","Q4 2017"
"1021","12","Level 4 & Above","30 & Below","NA","Q4 2017"
"1022","12","Level 4 & Above",">30 - 100","NA","Q4 2017"
"1023","12","Level 4 & Above",">100 - 300","NA","Q4 2017"
"1024","12","Level 4 & Above",">300","NA","Q4 2017"
"1025","12","B1 & Below","30 & Below","NA","Q1 2018"
"1026","12","B1 & Below",">30 - 100","NA","Q1 2018"
"1027","12","B1 & Below",">100 - 300","NA","Q1 2018"
"1028","12","B1 & Below",">300","NA","Q1 2018"
"1029","12","Level 1","30 & Below","48.12","Q1 2018"
"1030","12","Level 1",">30 - 100","113.50","Q1 2018"
"1031","12","Level 1",">100 - 300","35.53","Q1 2018"
"1032","12","Level 1",">300","NA","Q1 2018"
"1033","12","Level 2 & 3","30 & Below","53.57","Q1 2018"
"1034","12","Level 2 & 3",">30 - 100","39.51","Q1 2018"
"1035","12","Level 2 & 3",">100 - 300","NA","Q1 2018"
"1036","12","Level 2 & 3",">300","NA","Q1 2018"
"1037","12","Level 4 & Above","30 & Below","NA","Q1 2018"
"1038","12","Level 4 & Above",">30 - 100","NA","Q1 2018"
"1039","12","Level 4 & Above",">100 - 300","NA","Q1 2018"
"1040","12","Level 4 & Above",">300","NA","Q1 2018"
"1041","12","B1 & Below","30 & Below","NA","Q2 2018"
"1042","12","B1 & Below",">30 - 100","NA","Q2 2018"
"1043","12","B1 & Below",">100 - 300","NA","Q2 2018"
"1044","12","B1 & Below",">300","NA","Q2 2018"
"1045","12","Level 1","30 & Below","100.00","Q2 2018"
"1046","12","Level 1",">30 - 100","57.03","Q2 2018"
"1047","12","Level 1",">100 - 300","48.26","Q2 2018"
"1048","12","Level 1",">300","NA","Q2 2018"
"1049","12","Level 2 & 3","30 & Below","54.76","Q2 2018"
"1050","12","Level 2 & 3",">30 - 100","98.04","Q2 2018"
"1051","12","Level 2 & 3",">100 - 300","NA","Q2 2018"
"1052","12","Level 2 & 3",">300","NA","Q2 2018"
"1053","12","Level 4 & Above","30 & Below","NA","Q2 2018"
"1054","12","Level 4 & Above",">30 - 100","NA","Q2 2018"
"1055","12","Level 4 & Above",">100 - 300","NA","Q2 2018"
"1056","12","Level 4 & Above",">300","NA","Q2 2018"
"1057","12","B1 & Below","30 & Below","NA","Q3 2018"
"1058","12","B1 & Below",">30 - 100","NA","Q3 2018"
"1059","12","B1 & Below",">100 - 300","NA","Q3 2018"
"1060","12","B1 & Below",">300","NA","Q3 2018"
"1061","12","Level 1","30 & Below","92.15","Q3 2018"
"1062","12","Level 1",">30 - 100","53.93","Q3 2018"
"1063","12","Level 1",">100 - 300","55.17","Q3 2018"
"1064","12","Level 1",">300","NA","Q3 2018"
"1065","12","Level 2 & 3","30 & Below","64.36","Q3 2018"
"1066","12","Level 2 & 3",">30 - 100","53.66","Q3 2018"
"1067","12","Level 2 & 3",">100 - 300","36.06","Q3 2018"
"1068","12","Level 2 & 3",">300","NA","Q3 2018"
"1069","12","Level 4 & Above","30 & Below","NA","Q3 2018"
"1070","12","Level 4 & Above",">30 - 100","NA","Q3 2018"
"1071","12","Level 4 & Above",">100 - 300","NA","Q3 2018"
"1072","12","Level 4 & Above",">300","NA","Q3 2018"
"1073","12","B1 & Below","30 & Below","NA","Q4 2018"
"1074","12","B1 & Below",">30 - 100","NA","Q4 2018"
"1075","12","B1 & Below",">100 - 300","NA","Q4 2018"
"1076","12","B1 & Below",">300","NA","Q4 2018"
"1077","12","Level 1","30 & Below","51.79","Q4 2018"
"1078","12","Level 1",">30 - 100","NA","Q4 2018"
"1079","12","Level 1",">100 - 300","41.67","Q4 2018"
"1080","12","Level 1",">300","NA","Q4 2018"
"1081","12","Level 2 & 3","30 & Below","46.26","Q4 2018"
"1082","12","Level 2 & 3",">30 - 100","NA","Q4 2018"
"1083","12","Level 2 & 3",">100 - 300","NA","Q4 2018"
"1084","12","Level 2 & 3",">300","NA","Q4 2018"
"1085","12","Level 4 & Above","30 & Below","NA","Q4 2018"
"1086","12","Level 4 & Above",">30 - 100","NA","Q4 2018"
"1087","12","Level 4 & Above",">100 - 300","NA","Q4 2018"
"1088","12","Level 4 & Above",">300","NA","Q4 2018"
"1089","12","B1 & Below","30 & Below","NA","Q1 2019"
"1090","12","B1 & Below",">30 - 100","NA","Q1 2019"
"1091","12","B1 & Below",">100 - 300","NA","Q1 2019"
"1092","12","B1 & Below",">300","NA","Q1 2019"
"1093","12","Level 1","30 & Below","73.52","Q1 2019"
"1094","12","Level 1",">30 - 100","93.63","Q1 2019"
"1095","12","Level 1",">100 - 300","43.19","Q1 2019"
"1096","12","Level 1",">300","NA","Q1 2019"
"1097","12","Level 2 & 3","30 & Below","41.67","Q1 2019"
"1098","12","Level 2 & 3",">30 - 100","48.58","Q1 2019"
"1099","12","Level 2 & 3",">100 - 300","NA","Q1 2019"
"1100","12","Level 2 & 3",">300","57.04","Q1 2019"
"1101","12","Level 4 & Above","30 & Below","NA","Q1 2019"
"1102","12","Level 4 & Above",">30 - 100","NA","Q1 2019"
"1103","12","Level 4 & Above",">100 - 300","NA","Q1 2019"
"1104","12","Level 4 & Above",">300","NA","Q1 2019"
"1105","12","B1 & Below","30 & Below","NA","Q2 2019"
"1106","12","B1 & Below",">30 - 100","NA","Q2 2019"
"1107","12","B1 & Below",">100 - 300","NA","Q2 2019"
"1108","12","B1 & Below",">300","NA","Q2 2019"
"1109","12","Level 1","30 & Below","97.89","Q2 2019"
"1110","12","Level 1",">30 - 100","52.73","Q2 2019"
"1111","12","Level 1",">100 - 300","NA","Q2 2019"
"1112","12","Level 1",">300","NA","Q2 2019"
"1113","12","Level 2 & 3","30 & Below","45.00","Q2 2019"
"1114","12","Level 2 & 3",">30 - 100","100.39","Q2 2019"
"1115","12","Level 2 & 3",">100 - 300","NA","Q2 2019"
"1116","12","Level 2 & 3",">300","NA","Q2 2019"
"1117","12","Level 4 & Above","30 & Below","NA","Q2 2019"
"1118","12","Level 4 & Above",">30 - 100","NA","Q2 2019"
"1119","12","Level 4 & Above",">100 - 300","NA","Q2 2019"
"1120","12","Level 4 & Above",">300","NA","Q2 2019"
"1121","12","B1 & Below","30 & Below","NA","Q3 2019"
"1122","12","B1 & Below",">30 - 100","NA","Q3 2019"
"1123","12","B1 & Below",">100 - 300","NA","Q3 2019"
"1124","12","B1 & Below",">300","NA","Q3 2019"
"1125","12","Level 1","30 & Below","75.67","Q3 2019"
"1126","12","Level 1",">30 - 100","94.44","Q3 2019"
"1127","12","Level 1",">100 - 300","37.83","Q3 2019"
"1128","12","Level 1",">300","NA","Q3 2019"
"1129","12","Level 2 & 3","30 & Below","53.57","Q3 2019"
"1130","12","Level 2 & 3",">30 - 100","37.14","Q3 2019"
"1131","12","Level 2 & 3",">100 - 300","NA","Q3 2019"
"1132","12","Level 2 & 3",">300","NA","Q3 2019"
"1133","12","Level 4 & Above","30 & Below","NA","Q3 2019"
"1134","12","Level 4 & Above",">30 - 100","NA","Q3 2019"
"1135","12","Level 4 & Above",">100 - 300","NA","Q3 2019"
"1136","12","Level 4 & Above",">300","NA","Q3 2019"
"1137","12","B1 & Below","30 & Below","NA","Q4 2019"
"1138","12","B1 & Below",">30 - 100","NA","Q4 2019"
"1139","12","B1 & Below",">100 - 300","NA","Q4 2019"
"1140","12","B1 & Below",">300","NA","Q4 2019"
"1141","12","Level 1","30 & Below","78.64","Q4 2019"
"1142","12","Level 1",">30 - 100","74.03","Q4 2019"
"1143","12","Level 1",">100 - 300","NA","Q4 2019"
"1144","12","Level 1",">300","NA","Q4 2019"
"1145","12","Level 2 & 3","30 & Below","71.88","Q4 2019"
"1146","12","Level 2 & 3",">30 - 100","42.14","Q4 2019"
"1147","12","Level 2 & 3",">100 - 300","43.23","Q4 2019"
"1148","12","Level 2 & 3",">300","NA","Q4 2019"
"1149","12","Level 4 & Above","30 & Below","NA","Q4 2019"
"1150","12","Level 4 & Above",">30 - 100","NA","Q4 2019"
"1151","12","Level 4 & Above",">100 - 300","NA","Q4 2019"
"1152","12","Level 4 & Above",">300","NA","Q4 2019"
"1153","12","B1 & Below","30 & Below","NA","Q1 2020"
"1154","12","B1 & Below",">30 - 100","NA","Q1 2020"
"1155","12","B1 & Below",">100 - 300","NA","Q1 2020"
"1156","12","B1 & Below",">300","NA","Q1 2020"
"1157","12","Level 1","30 & Below","100.00","Q1 2020"
"1158","12","Level 1",">30 - 100","100.09","Q1 2020"
"1159","12","Level 1",">100 - 300","NA","Q1 2020"
"1160","12","Level 1",">300","NA","Q1 2020"
"1161","12","Level 2 & 3","30 & Below","60.81","Q1 2020"
"1162","12","Level 2 & 3",">30 - 100","34.24","Q1 2020"
"1163","12","Level 2 & 3",">100 - 300","NA","Q1 2020"
"1164","12","Level 2 & 3",">300","NA","Q1 2020"
"1165","12","Level 4 & Above","30 & Below","NA","Q1 2020"
"1166","12","Level 4 & Above",">30 - 100","NA","Q1 2020"
"1167","12","Level 4 & Above",">100 - 300","NA","Q1 2020"
"1168","12","Level 4 & Above",">300","NA","Q1 2020"
"1169","12","B1 & Below","30 & Below","NA","Q2 2020"
"1170","12","B1 & Below",">30 - 100","NA","Q2 2020"
"1171","12","B1 & Below",">100 - 300","NA","Q2 2020"
"1172","12","B1 & Below",">300","NA","Q2 2020"
"1173","12","Level 1","30 & Below","100.00","Q2 2020"
"1174","12","Level 1",">30 - 100","84.75","Q2 2020"
"1175","12","Level 1",">100 - 300","NA","Q2 2020"
"1176","12","Level 1",">300","NA","Q2 2020"
"1177","12","Level 2 & 3","30 & Below","51.86","Q2 2020"
"1178","12","Level 2 & 3",">30 - 100","70.18","Q2 2020"
"1179","12","Level 2 & 3",">100 - 300","NA","Q2 2020"
"1180","12","Level 2 & 3",">300","NA","Q2 2020"
"1181","12","Level 4 & Above","30 & Below","NA","Q2 2020"
"1182","12","Level 4 & Above",">30 - 100","NA","Q2 2020"
"1183","12","Level 4 & Above",">100 - 300","NA","Q2 2020"
"1184","12","Level 4 & Above",">300","NA","Q2 2020"
"1185","12","B1 & Below","30 & Below","NA","Q3 2020"
"1186","12","B1 & Below",">30 - 100","NA","Q3 2020"
"1187","12","B1 & Below",">100 - 300","NA","Q3 2020"
"1188","12","B1 & Below",">300","NA","Q3 2020"
"1189","12","Level 1","30 & Below","82.00","Q3 2020"
"1190","12","Level 1",">30 - 100","58.82","Q3 2020"
"1191","12","Level 1",">100 - 300","51.28","Q3 2020"
"1192","12","Level 1",">300","NA","Q3 2020"
"1193","12","Level 2 & 3","30 & Below","46.49","Q3 2020"
"1194","12","Level 2 & 3",">30 - 100","84.73","Q3 2020"
"1195","12","Level 2 & 3",">100 - 300","NA","Q3 2020"
"1196","12","Level 2 & 3",">300","NA","Q3 2020"
"1197","12","Level 4 & Above","30 & Below","NA","Q3 2020"
"1198","12","Level 4 & Above",">30 - 100","NA","Q3 2020"
"1199","12","Level 4 & Above",">100 - 300","NA","Q3 2020"
"1200","12","Level 4 & Above",">300","NA","Q3 2020"
"1201","12","B1 & Below","30 & Below","NA","Q4 2020"
"1202","12","B1 & Below",">30 - 100","NA","Q4 2020"
"1203","12","B1 & Below",">100 - 300","NA","Q4 2020"
"1204","12","B1 & Below",">300","NA","Q4 2020"
"1205","12","Level 1","30 & Below","72.04","Q4 2020"
"1206","12","Level 1",">30 - 100","96.88","Q4 2020"
"1207","12","Level 1",">100 - 300","38.79","Q4 2020"
"1208","12","Level 1",">300","NA","Q4 2020"
"1209","12","Level 2 & 3","30 & Below","66.67","Q4 2020"
"1210","12","Level 2 & 3",">30 - 100","NA","Q4 2020"
"1211","12","Level 2 & 3",">100 - 300","43.05","Q4 2020"
"1212","12","Level 2 & 3",">300","NA","Q4 2020"
"1213","12","Level 4 & Above","30 & Below","NA","Q4 2020"
"1214","12","Level 4 & Above",">30 - 100","NA","Q4 2020"
"1215","12","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1216","12","Level 4 & Above",">300","NA","Q4 2020"
"1217","12","B1 & Below","30 & Below","NA","Q1 2021"
"1218","12","B1 & Below",">30 - 100","NA","Q1 2021"
"1219","12","B1 & Below",">100 - 300","NA","Q1 2021"
"1220","12","B1 & Below",">300","NA","Q1 2021"
"1221","12","Level 1","30 & Below","80.91","Q1 2021"
"1222","12","Level 1",">30 - 100","150.85","Q1 2021"
"1223","12","Level 1",">100 - 300","NA","Q1 2021"
"1224","12","Level 1",">300","NA","Q1 2021"
"1225","12","Level 2 & 3","30 & Below","NA","Q1 2021"
"1226","12","Level 2 & 3",">30 - 100","111.20","Q1 2021"
"1227","12","Level 2 & 3",">100 - 300","NA","Q1 2021"
"1228","12","Level 2 & 3",">300","NA","Q1 2021"
"1229","12","Level 4 & Above","30 & Below","NA","Q1 2021"
"1230","12","Level 4 & Above",">30 - 100","NA","Q1 2021"
"1231","12","Level 4 & Above",">100 - 300","NA","Q1 2021"
"1232","12","Level 4 & Above",">300","NA","Q1 2021"
"1233","12","B1 & Below","30 & Below","NA","Q2 2021"
"1234","12","B1 & Below",">30 - 100","NA","Q2 2021"
"1235","12","B1 & Below",">100 - 300","NA","Q2 2021"
"1236","12","B1 & Below",">300","NA","Q2 2021"
"1237","12","Level 1","30 & Below","95.24","Q2 2021"
"1238","12","Level 1",">30 - 100","82.78","Q2 2021"
"1239","12","Level 1",">100 - 300","49.16","Q2 2021"
"1240","12","Level 1",">300","NA","Q2 2021"
"1241","12","Level 2 & 3","30 & Below","67.95","Q2 2021"
"1242","12","Level 2 & 3",">30 - 100","45.28","Q2 2021"
"1243","12","Level 2 & 3",">100 - 300","NA","Q2 2021"
"1244","12","Level 2 & 3",">300","NA","Q2 2021"
"1245","12","Level 4 & Above","30 & Below","NA","Q2 2021"
"1246","12","Level 4 & Above",">30 - 100","NA","Q2 2021"
"1247","12","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1248","12","Level 4 & Above",">300","NA","Q2 2021"
"1249","12","B1 & Below","30 & Below","NA","Q3 2021"
"1250","12","B1 & Below",">30 - 100","NA","Q3 2021"
"1251","12","B1 & Below",">100 - 300","NA","Q3 2021"
"1252","12","B1 & Below",">300","NA","Q3 2021"
"1253","12","Level 1","30 & Below","82.83","Q3 2021"
"1254","12","Level 1",">30 - 100","69.87","Q3 2021"
"1255","12","Level 1",">100 - 300","45.08","Q3 2021"
"1256","12","Level 1",">300","NA","Q3 2021"
"1257","12","Level 2 & 3","30 & Below","51.92","Q3 2021"
"1258","12","Level 2 & 3",">30 - 100","71.05","Q3 2021"
"1259","12","Level 2 & 3",">100 - 300","NA","Q3 2021"
"1260","12","Level 2 & 3",">300","NA","Q3 2021"
"1261","12","Level 4 & Above","30 & Below","NA","Q3 2021"
"1262","12","Level 4 & Above",">30 - 100","NA","Q3 2021"
"1263","12","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1264","12","Level 4 & Above",">300","NA","Q3 2021"
"1265","12","B1 & Below","30 & Below","NA","Q4 2021"
"1266","12","B1 & Below",">30 - 100","NA","Q4 2021"
"1267","12","B1 & Below",">100 - 300","NA","Q4 2021"
"1268","12","B1 & Below",">300","NA","Q4 2021"
"1269","12","Level 1","30 & Below","80.00","Q4 2021"
"1270","12","Level 1",">30 - 100","99.55","Q4 2021"
"1271","12","Level 1",">100 - 300","48.95","Q4 2021"
"1272","12","Level 1",">300","NA","Q4 2021"
"1273","12","Level 2 & 3","30 & Below","71.54","Q4 2021"
"1274","12","Level 2 & 3",">30 - 100","50.00","Q4 2021"
"1275","12","Level 2 & 3",">100 - 300","NA","Q4 2021"
"1276","12","Level 2 & 3",">300","NA","Q4 2021"
"1277","12","Level 4 & Above","30 & Below","NA","Q4 2021"
"1278","12","Level 4 & Above",">30 - 100","NA","Q4 2021"
"1279","12","Level 4 & Above",">100 - 300","NA","Q4 2021"
"1280","12","Level 4 & Above",">300","NA","Q4 2021"
"1281","13","B1 & Below","30 & Below","NA","Q1 2012"
"1282","13","B1 & Below",">30 - 100","NA","Q1 2012"
"1283","13","B1 & Below",">100 - 300","NA","Q1 2012"
"1284","13","B1 & Below",">300","NA","Q1 2012"
"1285","13","Level 1","30 & Below","NA","Q1 2012"
"1286","13","Level 1",">30 - 100","NA","Q1 2012"
"1287","13","Level 1",">100 - 300","NA","Q1 2012"
"1288","13","Level 1",">300","NA","Q1 2012"
"1289","13","Level 2 & 3","30 & Below","NA","Q1 2012"
"1290","13","Level 2 & 3",">30 - 100","NA","Q1 2012"
"1291","13","Level 2 & 3",">100 - 300","NA","Q1 2012"
"1292","13","Level 2 & 3",">300","NA","Q1 2012"
"1293","13","Level 4 & Above","30 & Below","NA","Q1 2012"
"1294","13","Level 4 & Above",">30 - 100","NA","Q1 2012"
"1295","13","Level 4 & Above",">100 - 300","NA","Q1 2012"
"1296","13","Level 4 & Above",">300","NA","Q1 2012"
"1297","13","B1 & Below","30 & Below","NA","Q2 2012"
"1298","13","B1 & Below",">30 - 100","NA","Q2 2012"
"1299","13","B1 & Below",">100 - 300","NA","Q2 2012"
"1300","13","B1 & Below",">300","NA","Q2 2012"
"1301","13","Level 1","30 & Below","NA","Q2 2012"
"1302","13","Level 1",">30 - 100","NA","Q2 2012"
"1303","13","Level 1",">100 - 300","NA","Q2 2012"
"1304","13","Level 1",">300","NA","Q2 2012"
"1305","13","Level 2 & 3","30 & Below","NA","Q2 2012"
"1306","13","Level 2 & 3",">30 - 100","NA","Q2 2012"
"1307","13","Level 2 & 3",">100 - 300","NA","Q2 2012"
"1308","13","Level 2 & 3",">300","NA","Q2 2012"
"1309","13","Level 4 & Above","30 & Below","NA","Q2 2012"
"1310","13","Level 4 & Above",">30 - 100","NA","Q2 2012"
"1311","13","Level 4 & Above",">100 - 300","NA","Q2 2012"
"1312","13","Level 4 & Above",">300","NA","Q2 2012"
"1313","13","B1 & Below","30 & Below","NA","Q3 2012"
"1314","13","B1 & Below",">30 - 100","NA","Q3 2012"
"1315","13","B1 & Below",">100 - 300","NA","Q3 2012"
"1316","13","B1 & Below",">300","NA","Q3 2012"
"1317","13","Level 1","30 & Below","NA","Q3 2012"
"1318","13","Level 1",">30 - 100","NA","Q3 2012"
"1319","13","Level 1",">100 - 300","NA","Q3 2012"
"1320","13","Level 1",">300","NA","Q3 2012"
"1321","13","Level 2 & 3","30 & Below","NA","Q3 2012"
"1322","13","Level 2 & 3",">30 - 100","NA","Q3 2012"
"1323","13","Level 2 & 3",">100 - 300","NA","Q3 2012"
"1324","13","Level 2 & 3",">300","NA","Q3 2012"
"1325","13","Level 4 & Above","30 & Below","NA","Q3 2012"
"1326","13","Level 4 & Above",">30 - 100","NA","Q3 2012"
"1327","13","Level 4 & Above",">100 - 300","NA","Q3 2012"
"1328","13","Level 4 & Above",">300","NA","Q3 2012"
"1329","13","B1 & Below","30 & Below","NA","Q4 2012"
"1330","13","B1 & Below",">30 - 100","NA","Q4 2012"
"1331","13","B1 & Below",">100 - 300","NA","Q4 2012"
"1332","13","B1 & Below",">300","NA","Q4 2012"
"1333","13","Level 1","30 & Below","NA","Q4 2012"
"1334","13","Level 1",">30 - 100","NA","Q4 2012"
"1335","13","Level 1",">100 - 300","NA","Q4 2012"
"1336","13","Level 1",">300","NA","Q4 2012"
"1337","13","Level 2 & 3","30 & Below","NA","Q4 2012"
"1338","13","Level 2 & 3",">30 - 100","NA","Q4 2012"
"1339","13","Level 2 & 3",">100 - 300","NA","Q4 2012"
"1340","13","Level 2 & 3",">300","NA","Q4 2012"
"1341","13","Level 4 & Above","30 & Below","NA","Q4 2012"
"1342","13","Level 4 & Above",">30 - 100","NA","Q4 2012"
"1343","13","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1344","13","Level 4 & Above",">300","NA","Q4 2012"
"1345","13","B1 & Below","30 & Below","NA","Q1 2013"
"1346","13","B1 & Below",">30 - 100","NA","Q1 2013"
"1347","13","B1 & Below",">100 - 300","NA","Q1 2013"
"1348","13","B1 & Below",">300","NA","Q1 2013"
"1349","13","Level 1","30 & Below","NA","Q1 2013"
"1350","13","Level 1",">30 - 100","NA","Q1 2013"
"1351","13","Level 1",">100 - 300","NA","Q1 2013"
"1352","13","Level 1",">300","NA","Q1 2013"
"1353","13","Level 2 & 3","30 & Below","NA","Q1 2013"
"1354","13","Level 2 & 3",">30 - 100","NA","Q1 2013"
"1355","13","Level 2 & 3",">100 - 300","NA","Q1 2013"
"1356","13","Level 2 & 3",">300","NA","Q1 2013"
"1357","13","Level 4 & Above","30 & Below","NA","Q1 2013"
"1358","13","Level 4 & Above",">30 - 100","NA","Q1 2013"
"1359","13","Level 4 & Above",">100 - 300","NA","Q1 2013"
"1360","13","Level 4 & Above",">300","NA","Q1 2013"
"1361","13","B1 & Below","30 & Below","NA","Q2 2013"
"1362","13","B1 & Below",">30 - 100","NA","Q2 2013"
"1363","13","B1 & Below",">100 - 300","NA","Q2 2013"
"1364","13","B1 & Below",">300","NA","Q2 2013"
"1365","13","Level 1","30 & Below","NA","Q2 2013"
"1366","13","Level 1",">30 - 100","NA","Q2 2013"
"1367","13","Level 1",">100 - 300","NA","Q2 2013"
"1368","13","Level 1",">300","NA","Q2 2013"
"1369","13","Level 2 & 3","30 & Below","NA","Q2 2013"
"1370","13","Level 2 & 3",">30 - 100","NA","Q2 2013"
"1371","13","Level 2 & 3",">100 - 300","NA","Q2 2013"
"1372","13","Level 2 & 3",">300","NA","Q2 2013"
"1373","13","Level 4 & Above","30 & Below","NA","Q2 2013"
"1374","13","Level 4 & Above",">30 - 100","NA","Q2 2013"
"1375","13","Level 4 & Above",">100 - 300","NA","Q2 2013"
"1376","13","Level 4 & Above",">300","NA","Q2 2013"
"1377","13","B1 & Below","30 & Below","NA","Q3 2013"
"1378","13","B1 & Below",">30 - 100","NA","Q3 2013"
"1379","13","B1 & Below",">100 - 300","NA","Q3 2013"
"1380","13","B1 & Below",">300","NA","Q3 2013"
"1381","13","Level 1","30 & Below","NA","Q3 2013"
"1382","13","Level 1",">30 - 100","NA","Q3 2013"
"1383","13","Level 1",">100 - 300","NA","Q3 2013"
"1384","13","Level 1",">300","NA","Q3 2013"
"1385","13","Level 2 & 3","30 & Below","NA","Q3 2013"
"1386","13","Level 2 & 3",">30 - 100","NA","Q3 2013"
"1387","13","Level 2 & 3",">100 - 300","NA","Q3 2013"
"1388","13","Level 2 & 3",">300","NA","Q3 2013"
"1389","13","Level 4 & Above","30 & Below","NA","Q3 2013"
"1390","13","Level 4 & Above",">30 - 100","NA","Q3 2013"
"1391","13","Level 4 & Above",">100 - 300","NA","Q3 2013"
"1392","13","Level 4 & Above",">300","NA","Q3 2013"
"1393","13","B1 & Below","30 & Below","NA","Q4 2013"
"1394","13","B1 & Below",">30 - 100","NA","Q4 2013"
