"URBAN REDEVELOPMENT AUTHORITY - Rental Contracts of Private Retail Properties"

"S/N","Postal District","Floor Level","Floor Area (Sqm)","Median Rent (Sqm)","Reference Period"
"1854","13","Level 4 & Above",">30 - 100","NA","Q4 2020"
"1855","13","Level 4 & Above",">100 - 300","NA","Q4 2020"
"1856","13","Level 4 & Above",">300","NA","Q4 2020"
"1857","13","B1 & Below","30 & Below","NA","Q1 2021"
"1858","13","B1 & Below",">30 - 100","NA","Q1 2021"
"1859","13","B1 & Below",">100 - 300","NA","Q1 2021"
"1860","13","B1 & Below",">300","NA","Q1 2021"
"1861","13","Level 1","30 & Below","83.80","Q1 2021"
"1862","13","Level 1",">30 - 100","80.71","Q1 2021"
"1863","13","Level 1",">100 - 300","NA","Q1 2021"
"1864","13","Level 1",">300","NA","Q1 2021"
"1865","13","Level 2 & 3","30 & Below","NA","Q1 2021"
"1866","13","Level 2 & 3",">30 - 100","NA","Q1 2021"
"1867","13","Level 2 & 3",">100 - 300","40.78","Q1 2021"
"1868","13","Level 2 & 3",">300","NA","Q1 2021"
"1869","13","Level 4 & Above","30 & Below","NA","Q1 2021"
"1870","13","Level 4 & Above",">30 - 100","NA","Q1 2021"
"1871","13","Level 4 & Above",">100 - 300","NA","Q1 2021"
"1872","13","Level 4 & Above",">300","NA","Q1 2021"
"1873","13","B1 & Below","30 & Below","NA","Q2 2021"
"1874","13","B1 & Below",">30 - 100","NA","Q2 2021"
"1875","13","B1 & Below",">100 - 300","NA","Q2 2021"
"1876","13","B1 & Below",">300","NA","Q2 2021"
"1877","13","Level 1","30 & Below","80.10","Q2 2021"
"1878","13","Level 1",">30 - 100","91.14","Q2 2021"
"1879","13","Level 1",">100 - 300","NA","Q2 2021"
"1880","13","Level 1",">300","NA","Q2 2021"
"1881","13","Level 2 & 3","30 & Below","NA","Q2 2021"
"1882","13","Level 2 & 3",">30 - 100","56.77","Q2 2021"
"1883","13","Level 2 & 3",">100 - 300","NA","Q2 2021"
"1884","13","Level 2 & 3",">300","NA","Q2 2021"
"1885","13","Level 4 & Above","30 & Below","NA","Q2 2021"
"1886","13","Level 4 & Above",">30 - 100","NA","Q2 2021"
"1887","13","Level 4 & Above",">100 - 300","NA","Q2 2021"
"1888","13","Level 4 & Above",">300","NA","Q2 2021"
"1889","13","B1 & Below","30 & Below","NA","Q3 2021"
"1890","13","B1 & Below",">30 - 100","NA","Q3 2021"
"1891","13","B1 & Below",">100 - 300","NA","Q3 2021"
"1892","13","B1 & Below",">300","NA","Q3 2021"
"1893","13","Level 1","30 & Below","63.76","Q3 2021"
"1894","13","Level 1",">30 - 100","96.47","Q3 2021"
"1895","13","Level 1",">100 - 300","NA","Q3 2021"
"1896","13","Level 1",">300","NA","Q3 2021"
"1897","13","Level 2 & 3","30 & Below","NA","Q3 2021"
"1898","13","Level 2 & 3",">30 - 100","NA","Q3 2021"
"1899","13","Level 2 & 3",">100 - 300","NA","Q3 2021"
"1900","13","Level 2 & 3",">300","NA","Q3 2021"
"1901","13","Level 4 & Above","30 & Below","NA","Q3 2021"
"1902","13","Level 4 & Above",">30 - 100","NA","Q3 2021"
"1903","13","Level 4 & Above",">100 - 300","NA","Q3 2021"
"1904","13","Level 4 & Above",">300","NA","Q3 2021"
"1905","13","B1 & Below","30 & Below","NA","Q4 2021"
"1906","13","B1 & Below",">30 - 100","NA","Q4 2021"
"1907","13","B1 & Below",">100 - 300","NA","Q4 2021"
"1908","13","B1 & Below",">300","NA","Q4 2021"
"1909","13","Level 1","30 & Below","89.34","Q4 2021"
"1910","13","Level 1",">30 - 100","103.03","Q4 2021"
"1911","13","Level 1",">100 - 300","NA","Q4 2021"
"1912","13","Level 1",">300","NA","Q4 2021"
"1913","13","Level 2 & 3","30 & Below","NA","Q4 2021"
"1914","13","Level 2 & 3",">30 - 100","47.60","Q4 2021"
"1915","13","Level 2 & 3",">100 - 300","NA","Q4 2021"
"1916","13","Level 2 & 3",">300","NA","Q4 2021"
"1917","13","Level 4 & Above","30 & Below","NA","Q4 2021"
"1918","13","Level 4 & Above",">30 - 100","NA","Q4 2021"
"1919","13","Level 4 & Above",">100 - 300","NA","Q4 2021"
"1920","13","Level 4 & Above",">300","NA","Q4 2021"
"1921","14","B1 & Below","30 & Below","NA","Q1 2012"
"1922","14","B1 & Below",">30 - 100","NA","Q1 2012"
"1923","14","B1 & Below",">100 - 300","NA","Q1 2012"
"1924","14","B1 & Below",">300","NA","Q1 2012"
"1925","14","Level 1","30 & Below","140.10","Q1 2012"
"1926","14","Level 1",">30 - 100","83.89","Q1 2012"
"1927","14","Level 1",">100 - 300","NA","Q1 2012"
"1928","14","Level 1",">300","NA","Q1 2012"
"1929","14","Level 2 & 3","30 & Below","120.87","Q1 2012"
"1930","14","Level 2 & 3",">30 - 100","67.79","Q1 2012"
"1931","14","Level 2 & 3",">100 - 300","NA","Q1 2012"
"1932","14","Level 2 & 3",">300","NA","Q1 2012"
"1933","14","Level 4 & Above","30 & Below","NA","Q1 2012"
"1934","14","Level 4 & Above",">30 - 100","NA","Q1 2012"
"1935","14","Level 4 & Above",">100 - 300","NA","Q1 2012"
"1936","14","Level 4 & Above",">300","NA","Q1 2012"
"1937","14","B1 & Below","30 & Below","NA","Q2 2012"
"1938","14","B1 & Below",">30 - 100","NA","Q2 2012"
"1939","14","B1 & Below",">100 - 300","NA","Q2 2012"
"1940","14","B1 & Below",">300","NA","Q2 2012"
"1941","14","Level 1","30 & Below","147.00","Q2 2012"
"1942","14","Level 1",">30 - 100","54.06","Q2 2012"
"1943","14","Level 1",">100 - 300","106.41","Q2 2012"
"1944","14","Level 1",">300","NA","Q2 2012"
"1945","14","Level 2 & 3","30 & Below","86.58","Q2 2012"
"1946","14","Level 2 & 3",">30 - 100","52.39","Q2 2012"
"1947","14","Level 2 & 3",">100 - 300","NA","Q2 2012"
"1948","14","Level 2 & 3",">300","NA","Q2 2012"
"1949","14","Level 4 & Above","30 & Below","NA","Q2 2012"
"1950","14","Level 4 & Above",">30 - 100","NA","Q2 2012"
"1951","14","Level 4 & Above",">100 - 300","NA","Q2 2012"
"1952","14","Level 4 & Above",">300","NA","Q2 2012"
"1953","14","B1 & Below","30 & Below","NA","Q3 2012"
"1954","14","B1 & Below",">30 - 100","NA","Q3 2012"
"1955","14","B1 & Below",">100 - 300","NA","Q3 2012"
"1956","14","B1 & Below",">300","NA","Q3 2012"
"1957","14","Level 1","30 & Below","140.24","Q3 2012"
"1958","14","Level 1",">30 - 100","87.51","Q3 2012"
"1959","14","Level 1",">100 - 300","NA","Q3 2012"
"1960","14","Level 1",">300","NA","Q3 2012"
"1961","14","Level 2 & 3","30 & Below","94.02","Q3 2012"
"1962","14","Level 2 & 3",">30 - 100","65.42","Q3 2012"
"1963","14","Level 2 & 3",">100 - 300","43.58","Q3 2012"
"1964","14","Level 2 & 3",">300","26.09","Q3 2012"
"1965","14","Level 4 & Above","30 & Below","NA","Q3 2012"
"1966","14","Level 4 & Above",">30 - 100","NA","Q3 2012"
"1967","14","Level 4 & Above",">100 - 300","NA","Q3 2012"
"1968","14","Level 4 & Above",">300","NA","Q3 2012"
"1969","14","B1 & Below","30 & Below","NA","Q4 2012"
"1970","14","B1 & Below",">30 - 100","NA","Q4 2012"
"1971","14","B1 & Below",">100 - 300","NA","Q4 2012"
"1972","14","B1 & Below",">300","NA","Q4 2012"
"1973","14","Level 1","30 & Below","132.30","Q4 2012"
"1974","14","Level 1",">30 - 100","56.06","Q4 2012"
"1975","14","Level 1",">100 - 300","64.08","Q4 2012"
"1976","14","Level 1",">300","NA","Q4 2012"
"1977","14","Level 2 & 3","30 & Below","73.59","Q4 2012"
"1978","14","Level 2 & 3",">30 - 100","71.94","Q4 2012"
"1979","14","Level 2 & 3",">100 - 300","NA","Q4 2012"
"1980","14","Level 2 & 3",">300","NA","Q4 2012"
"1981","14","Level 4 & Above","30 & Below","NA","Q4 2012"
"1982","14","Level 4 & Above",">30 - 100","NA","Q4 2012"
"1983","14","Level 4 & Above",">100 - 300","NA","Q4 2012"
"1984","14","Level 4 & Above",">300","NA","Q4 2012"
"1985","14","B1 & Below","30 & Below","NA","Q1 2013"
"1986","14","B1 & Below",">30 - 100","NA","Q1 2013"
"1987","14","B1 & Below",">100 - 300","NA","Q1 2013"
"1988","14","B1 & Below",">300","NA","Q1 2013"
"1989","14","Level 1","30 & Below","132.22","Q1 2013"
"1990","14","Level 1",">30 - 100","138.68","Q1 2013"
"1991","14","Level 1",">100 - 300","NA","Q1 2013"
"1992","14","Level 1",">300","NA","Q1 2013"
"1993","14","Level 2 & 3","30 & Below","69.26","Q1 2013"
"1994","14","Level 2 & 3",">30 - 100","65.19","Q1 2013"
"1995","14","Level 2 & 3",">100 - 300","NA","Q1 2013"
"1996","14","Level 2 & 3",">300","NA","Q1 2013"
"1997","14","Level 4 & Above","30 & Below","86.29","Q1 2013"
"1998","14","Level 4 & Above",">30 - 100","NA","Q1 2013"
"1999","14","Level 4 & Above",">100 - 300","NA","Q1 2013"
"2000","14","Level 4 & Above",">300","NA","Q1 2013"
"2001","14","B1 & Below","30 & Below","NA","Q2 2013"
"2002","14","B1 & Below",">30 - 100","NA","Q2 2013"
"2003","14","B1 & Below",">100 - 300","NA","Q2 2013"
"2004","14","B1 & Below",">300","NA","Q2 2013"
"2005","14","Level 1","30 & Below","133.33","Q2 2013"
"2006","14","Level 1",">30 - 100","62.22","Q2 2013"
"2007","14","Level 1",">100 - 300","NA","Q2 2013"
"2008","14","Level 1",">300","NA","Q2 2013"
"2009","14","Level 2 & 3","30 & Below","99.92","Q2 2013"
"2010","14","Level 2 & 3",">30 - 100","54.73","Q2 2013"
"2011","14","Level 2 & 3",">100 - 300","NA","Q2 2013"
"2012","14","Level 2 & 3",">300","NA","Q2 2013"
"2013","14","Level 4 & Above","30 & Below","188.60","Q2 2013"
"2014","14","Level 4 & Above",">30 - 100","NA","Q2 2013"
"2015","14","Level 4 & Above",">100 - 300","NA","Q2 2013"
"2016","14","Level 4 & Above",">300","NA","Q2 2013"
"2017","14","B1 & Below","30 & Below","NA","Q3 2013"
"2018","14","B1 & Below",">30 - 100","96.92","Q3 2013"
"2019","14","B1 & Below",">100 - 300","NA","Q3 2013"
"2020","14","B1 & Below",">300","NA","Q3 2013"
"2021","14","Level 1","30 & Below","85.00","Q3 2013"
"2022","14","Level 1",">30 - 100","118.27","Q3 2013"
"2023","14","Level 1",">100 - 300","134.49","Q3 2013"
"2024","14","Level 1",">300","NA","Q3 2013"
"2025","14","Level 2 & 3","30 & Below","144.17","Q3 2013"
"2026","14","Level 2 & 3",">30 - 100","48.22","Q3 2013"
"2027","14","Level 2 & 3",">100 - 300","54.95","Q3 2013"
"2028","14","Level 2 & 3",">300","NA","Q3 2013"
"2029","14","Level 4 & Above","30 & Below","188.57","Q3 2013"
"2030","14","Level 4 & Above",">30 - 100","NA","Q3 2013"
"2031","14","Level 4 & Above",">100 - 300","NA","Q3 2013"
"2032","14","Level 4 & Above",">300","NA","Q3 2013"
"2033","14","B1 & Below","30 & Below","90.18","Q4 2013"
"2034","14","B1 & Below",">30 - 100","NA","Q4 2013"
"2035","14","B1 & Below",">100 - 300","NA","Q4 2013"
"2036","14","B1 & Below",">300","NA","Q4 2013"
"2037","14","Level 1","30 & Below","115.00","Q4 2013"
"2038","14","Level 1",">30 - 100","71.08","Q4 2013"
"2039","14","Level 1",">100 - 300","73.36","Q4 2013"
"2040","14","Level 1",">300","NA","Q4 2013"
"2041","14","Level 2 & 3","30 & Below","99.50","Q4 2013"
"2042","14","Level 2 & 3",">30 - 100","77.98","Q4 2013"
"2043","14","Level 2 & 3",">100 - 300","NA","Q4 2013"
"2044","14","Level 2 & 3",">300","NA","Q4 2013"
"2045","14","Level 4 & Above","30 & Below","NA","Q4 2013"
"2046","14","Level 4 & Above",">30 - 100","40.87","Q4 2013"
"2047","14","Level 4 & Above",">100 - 300","NA","Q4 2013"
"2048","14","Level 4 & Above",">300","NA","Q4 2013"
"2049","14","B1 & Below","30 & Below","91.67","Q1 2014"
"2050","14","B1 & Below",">30 - 100","NA","Q1 2014"
"2051","14","B1 & Below",">100 - 300","NA","Q1 2014"
"2052","14","B1 & Below",">300","NA","Q1 2014"
"2053","14","Level 1","30 & Below","88.89","Q1 2014"
"2054","14","Level 1",">30 - 100","72.21","Q1 2014"
"2055","14","Level 1",">100 - 300","NA","Q1 2014"
"2056","14","Level 1",">300","NA","Q1 2014"
"2057","14","Level 2 & 3","30 & Below","102.27","Q1 2014"
"2058","14","Level 2 & 3",">30 - 100","69.16","Q1 2014"
"2059","14","Level 2 & 3",">100 - 300","NA","Q1 2014"
"2060","14","Level 2 & 3",">300","NA","Q1 2014"
"2061","14","Level 4 & Above","30 & Below","106.38","Q1 2014"
"2062","14","Level 4 & Above",">30 - 100","NA","Q1 2014"
"2063","14","Level 4 & Above",">100 - 300","NA","Q1 2014"
"2064","14","Level 4 & Above",">300","NA","Q1 2014"
"2065","14","B1 & Below","30 & Below","77.52","Q2 2014"
"2066","14","B1 & Below",">30 - 100","NA","Q2 2014"
"2067","14","B1 & Below",">100 - 300","NA","Q2 2014"
"2068","14","B1 & Below",">300","NA","Q2 2014"
"2069","14","Level 1","30 & Below","114.29","Q2 2014"
"2070","14","Level 1",">30 - 100","97.22","Q2 2014"
"2071","14","Level 1",">100 - 300","75.48","Q2 2014"
"2072","14","Level 1",">300","NA","Q2 2014"
"2073","14","Level 2 & 3","30 & Below","99.55","Q2 2014"
"2074","14","Level 2 & 3",">30 - 100","154.33","Q2 2014"
"2075","14","Level 2 & 3",">100 - 300","NA","Q2 2014"
"2076","14","Level 2 & 3",">300","NA","Q2 2014"
"2077","14","Level 4 & Above","30 & Below","NA","Q2 2014"
"2078","14","Level 4 & Above",">30 - 100","NA","Q2 2014"
"2079","14","Level 4 & Above",">100 - 300","NA","Q2 2014"
"2080","14","Level 4 & Above",">300","NA","Q2 2014"
"2081","14","B1 & Below","30 & Below","NA","Q3 2014"
"2082","14","B1 & Below",">30 - 100","NA","Q3 2014"
"2083","14","B1 & Below",">100 - 300","NA","Q3 2014"
"2084","14","B1 & Below",">300","NA","Q3 2014"
"2085","14","Level 1","30 & Below","145.79","Q3 2014"
"2086","14","Level 1",">30 - 100","80.05","Q3 2014"
"2087","14","Level 1",">100 - 300","NA","Q3 2014"
"2088","14","Level 1",">300","NA","Q3 2014"
"2089","14","Level 2 & 3","30 & Below","90.91","Q3 2014"
"2090","14","Level 2 & 3",">30 - 100","59.25","Q3 2014"
"2091","14","Level 2 & 3",">100 - 300","22.31","Q3 2014"
"2092","14","Level 2 & 3",">300","NA","Q3 2014"
"2093","14","Level 4 & Above","30 & Below","NA","Q3 2014"
"2094","14","Level 4 & Above",">30 - 100","NA","Q3 2014"
"2095","14","Level 4 & Above",">100 - 300","NA","Q3 2014"
"2096","14","Level 4 & Above",">300","NA","Q3 2014"
"2097","14","B1 & Below","30 & Below","70.59","Q4 2014"
"2098","14","B1 & Below",">30 - 100","NA","Q4 2014"
"2099","14","B1 & Below",">100 - 300","NA","Q4 2014"
"2100","14","B1 & Below",">300","NA","Q4 2014"
"2101","14","Level 1","30 & Below","132.35","Q4 2014"
"2102","14","Level 1",">30 - 100","76.45","Q4 2014"
"2103","14","Level 1",">100 - 300","NA","Q4 2014"
"2104","14","Level 1",">300","NA","Q4 2014"
"2105","14","Level 2 & 3","30 & Below","69.26","Q4 2014"
"2106","14","Level 2 & 3",">30 - 100","66.74","Q4 2014"
"2107","14","Level 2 & 3",">100 - 300","NA","Q4 2014"
"2108","14","Level 2 & 3",">300","26.13","Q4 2014"
"2109","14","Level 4 & Above","30 & Below","NA","Q4 2014"
"2110","14","Level 4 & Above",">30 - 100","30.00","Q4 2014"
"2111","14","Level 4 & Above",">100 - 300","29.95","Q4 2014"
"2112","14","Level 4 & Above",">300","NA","Q4 2014"
"2113","14","B1 & Below","30 & Below","NA","Q1 2015"
"2114","14","B1 & Below",">30 - 100","NA","Q1 2015"
"2115","14","B1 & Below",">100 - 300","NA","Q1 2015"
"2116","14","B1 & Below",">300","NA","Q1 2015"
"2117","14","Level 1","30 & Below","118.10","Q1 2015"
"2118","14","Level 1",">30 - 100","107.65","Q1 2015"
"2119","14","Level 1",">100 - 300","NA","Q1 2015"
"2120","14","Level 1",">300","NA","Q1 2015"
"2121","14","Level 2 & 3","30 & Below","97.88","Q1 2015"
"2122","14","Level 2 & 3",">30 - 100","53.43","Q1 2015"
"2123","14","Level 2 & 3",">100 - 300","NA","Q1 2015"
"2124","14","Level 2 & 3",">300","NA","Q1 2015"
"2125","14","Level 4 & Above","30 & Below","127.95","Q1 2015"
"2126","14","Level 4 & Above",">30 - 100","NA","Q1 2015"
"2127","14","Level 4 & Above",">100 - 300","NA","Q1 2015"
"2128","14","Level 4 & Above",">300","NA","Q1 2015"
"2129","14","B1 & Below","30 & Below","NA","Q2 2015"
"2130","14","B1 & Below",">30 - 100","NA","Q2 2015"
"2131","14","B1 & Below",">100 - 300","NA","Q2 2015"
"2132","14","B1 & Below",">300","NA","Q2 2015"
"2133","14","Level 1","30 & Below","108.33","Q2 2015"
"2134","14","Level 1",">30 - 100","57.95","Q2 2015"
"2135","14","Level 1",">100 - 300","80.13","Q2 2015"
"2136","14","Level 1",">300","NA","Q2 2015"
"2137","14","Level 2 & 3","30 & Below","88.59","Q2 2015"
"2138","14","Level 2 & 3",">30 - 100","48.48","Q2 2015"
"2139","14","Level 2 & 3",">100 - 300","NA","Q2 2015"
"2140","14","Level 2 & 3",">300","NA","Q2 2015"
"2141","14","Level 4 & Above","30 & Below","NA","Q2 2015"
"2142","14","Level 4 & Above",">30 - 100","NA","Q2 2015"
"2143","14","Level 4 & Above",">100 - 300","NA","Q2 2015"
"2144","14","Level 4 & Above",">300","NA","Q2 2015"
"2145","14","B1 & Below","30 & Below","71.35","Q3 2015"
"2146","14","B1 & Below",">30 - 100","NA","Q3 2015"
"2147","14","B1 & Below",">100 - 300","NA","Q3 2015"
"2148","14","B1 & Below",">300","NA","Q3 2015"
"2149","14","Level 1","30 & Below","138.89","Q3 2015"
"2150","14","Level 1",">30 - 100","96.81","Q3 2015"
"2151","14","Level 1",">100 - 300","NA","Q3 2015"
"2152","14","Level 1",">300","NA","Q3 2015"
"2153","14","Level 2 & 3","30 & Below","82.58","Q3 2015"
"2154","14","Level 2 & 3",">30 - 100","111.37","Q3 2015"
"2155","14","Level 2 & 3",">100 - 300","NA","Q3 2015"
"2156","14","Level 2 & 3",">300","NA","Q3 2015"
"2157","14","Level 4 & Above","30 & Below","NA","Q3 2015"
"2158","14","Level 4 & Above",">30 - 100","NA","Q3 2015"
"2159","14","Level 4 & Above",">100 - 300","NA","Q3 2015"
"2160","14","Level 4 & Above",">300","NA","Q3 2015"
"2161","14","B1 & Below","30 & Below","66.67","Q4 2015"
"2162","14","B1 & Below",">30 - 100","NA","Q4 2015"
"2163","14","B1 & Below",">100 - 300","NA","Q4 2015"
"2164","14","B1 & Below",">300","NA","Q4 2015"
"2165","14","Level 1","30 & Below","95.24","Q4 2015"
"2166","14","Level 1",">30 - 100","80.33","Q4 2015"
"2167","14","Level 1",">100 - 300","76.47","Q4 2015"
"2168","14","Level 1",">300","NA","Q4 2015"
"2169","14","Level 2 & 3","30 & Below","69.26","Q4 2015"
"2170","14","Level 2 & 3",">30 - 100","61.94","Q4 2015"
"2171","14","Level 2 & 3",">100 - 300","NA","Q4 2015"
"2172","14","Level 2 & 3",">300","NA","Q4 2015"
"2173","14","Level 4 & Above","30 & Below","NA","Q4 2015"
"2174","14","Level 4 & Above",">30 - 100","NA","Q4 2015"
"2175","14","Level 4 & Above",">100 - 300","NA","Q4 2015"
"2176","14","Level 4 & Above",">300","NA","Q4 2015"
"2177","14","B1 & Below","30 & Below","66.96","Q1 2016"
"2178","14","B1 & Below",">30 - 100","NA","Q1 2016"
"2179","14","B1 & Below",">100 - 300","NA","Q1 2016"
"2180","14","B1 & Below",">300","NA","Q1 2016"
"2181","14","Level 1","30 & Below","119.49","Q1 2016"
"2182","14","Level 1",">30 - 100","54.55","Q1 2016"
"2183","14","Level 1",">100 - 300","64.81","Q1 2016"
"2184","14","Level 1",">300","NA","Q1 2016"
"2185","14","Level 2 & 3","30 & Below","86.44","Q1 2016"
"2186","14","Level 2 & 3",">30 - 100","51.12","Q1 2016"
"2187","14","Level 2 & 3",">100 - 300","NA","Q1 2016"
"2188","14","Level 2 & 3",">300","NA","Q1 2016"
"2189","14","Level 4 & Above","30 & Below","NA","Q1 2016"
"2190","14","Level 4 & Above",">30 - 100","NA","Q1 2016"
"2191","14","Level 4 & Above",">100 - 300","NA","Q1 2016"
"2192","14","Level 4 & Above",">300","NA","Q1 2016"
"2193","14","B1 & Below","30 & Below","141.67","Q2 2016"
"2194","14","B1 & Below",">30 - 100","NA","Q2 2016"
"2195","14","B1 & Below",">100 - 300","NA","Q2 2016"
"2196","14","B1 & Below",">300","NA","Q2 2016"
"2197","14","Level 1","30 & Below","90.24","Q2 2016"
"2198","14","Level 1",">30 - 100","60.00","Q2 2016"
"2199","14","Level 1",">100 - 300","90.26","Q2 2016"
"2200","14","Level 1",">300","NA","Q2 2016"
"2201","14","Level 2 & 3","30 & Below","85.26","Q2 2016"
"2202","14","Level 2 & 3",">30 - 100","84.50","Q2 2016"
"2203","14","Level 2 & 3",">100 - 300","46.27","Q2 2016"
"2204","14","Level 2 & 3",">300","NA","Q2 2016"
"2205","14","Level 4 & Above","30 & Below","NA","Q2 2016"
"2206","14","Level 4 & Above",">30 - 100","37.67","Q2 2016"
"2207","14","Level 4 & Above",">100 - 300","NA","Q2 2016"
"2208","14","Level 4 & Above",">300","NA","Q2 2016"
"2209","14","B1 & Below","30 & Below","75.00","Q3 2016"
"2210","14","B1 & Below",">30 - 100","NA","Q3 2016"
"2211","14","B1 & Below",">100 - 300","NA","Q3 2016"
"2212","14","B1 & Below",">300","NA","Q3 2016"
"2213","14","Level 1","30 & Below","132.28","Q3 2016"
"2214","14","Level 1",">30 - 100","141.64","Q3 2016"
"2215","14","Level 1",">100 - 300","83.39","Q3 2016"
"2216","14","Level 1",">300","NA","Q3 2016"
"2217","14","Level 2 & 3","30 & Below","69.26","Q3 2016"
"2218","14","Level 2 & 3",">30 - 100","55.38","Q3 2016"
"2219","14","Level 2 & 3",">100 - 300","NA","Q3 2016"
"2220","14","Level 2 & 3",">300","NA","Q3 2016"
"2221","14","Level 4 & Above","30 & Below","178.57","Q3 2016"
"2222","14","Level 4 & Above",">30 - 100","NA","Q3 2016"
"2223","14","Level 4 & Above",">100 - 300","29.95","Q3 2016"
"2224","14","Level 4 & Above",">300","23.97","Q3 2016"
"2225","14","B1 & Below","30 & Below","66.67","Q4 2016"
"2226","14","B1 & Below",">30 - 100","NA","Q4 2016"
"2227","14","B1 & Below",">100 - 300","NA","Q4 2016"
"2228","14","B1 & Below",">300","NA","Q4 2016"
"2229","14","Level 1","30 & Below","125.00","Q4 2016"
"2230","14","Level 1",">30 - 100","69.39","Q4 2016"
"2231","14","Level 1",">100 - 300","62.32","Q4 2016"
"2232","14","Level 1",">300","NA","Q4 2016"
"2233","14","Level 2 & 3","30 & Below","65.22","Q4 2016"
"2234","14","Level 2 & 3",">30 - 100","65.50","Q4 2016"
"2235","14","Level 2 & 3",">100 - 300","NA","Q4 2016"
"2236","14","Level 2 & 3",">300","30.80","Q4 2016"
"2237","14","Level 4 & Above","30 & Below","123.21","Q4 2016"
"2238","14","Level 4 & Above",">30 - 100","31.89","Q4 2016"
"2239","14","Level 4 & Above",">100 - 300","28.89","Q4 2016"
"2240","14","Level 4 & Above",">300","NA","Q4 2016"
"2241","14","B1 & Below","30 & Below","58.33","Q1 2017"
"2242","14","B1 & Below",">30 - 100","NA","Q1 2017"
"2243","14","B1 & Below",">100 - 300","NA","Q1 2017"
"2244","14","B1 & Below",">300","NA","Q1 2017"
"2245","14","Level 1","30 & Below","74.35","Q1 2017"
"2246","14","Level 1",">30 - 100","54.55","Q1 2017"
"2247","14","Level 1",">100 - 300","92.05","Q1 2017"
"2248","14","Level 1",">300","NA","Q1 2017"
"2249","14","Level 2 & 3","30 & Below","78.62","Q1 2017"
"2250","14","Level 2 & 3",">30 - 100","52.11","Q1 2017"
"2251","14","Level 2 & 3",">100 - 300","NA","Q1 2017"
"2252","14","Level 2 & 3",">300","NA","Q1 2017"
"2253","14","Level 4 & Above","30 & Below","NA","Q1 2017"
"2254","14","Level 4 & Above",">30 - 100","NA","Q1 2017"
"2255","14","Level 4 & Above",">100 - 300","NA","Q1 2017"
"2256","14","Level 4 & Above",">300","NA","Q1 2017"
"2257","14","B1 & Below","30 & Below","NA","Q2 2017"
"2258","14","B1 & Below",">30 - 100","NA","Q2 2017"
"2259","14","B1 & Below",">100 - 300","NA","Q2 2017"
"2260","14","B1 & Below",">300","NA","Q2 2017"
"2261","14","Level 1","30 & Below","97.56","Q2 2017"
"2262","14","Level 1",">30 - 100","67.12","Q2 2017"
"2263","14","Level 1",">100 - 300","87.37","Q2 2017"
"2264","14","Level 1",">300","NA","Q2 2017"
"2265","14","Level 2 & 3","30 & Below","66.33","Q2 2017"
"2266","14","Level 2 & 3",">30 - 100","57.89","Q2 2017"
"2267","14","Level 2 & 3",">100 - 300","NA","Q2 2017"
"2268","14","Level 2 & 3",">300","NA","Q2 2017"
"2269","14","Level 4 & Above","30 & Below","NA","Q2 2017"
"2270","14","Level 4 & Above",">30 - 100","NA","Q2 2017"
"2271","14","Level 4 & Above",">100 - 300","NA","Q2 2017"
"2272","14","Level 4 & Above",">300","NA","Q2 2017"
"2273","14","B1 & Below","30 & Below","193.75","Q3 2017"
"2274","14","B1 & Below",">30 - 100","178.77","Q3 2017"
"2275","14","B1 & Below",">100 - 300","NA","Q3 2017"
"2276","14","B1 & Below",">300","NA","Q3 2017"
"2277","14","Level 1","30 & Below","115.52","Q3 2017"
"2278","14","Level 1",">30 - 100","123.69","Q3 2017"
"2279","14","Level 1",">100 - 300","69.95","Q3 2017"
"2280","14","Level 1",">300","NA","Q3 2017"
"2281","14","Level 2 & 3","30 & Below","65.67","Q3 2017"
"2282","14","Level 2 & 3",">30 - 100","63.88","Q3 2017"
"2283","14","Level 2 & 3",">100 - 300","98.38","Q3 2017"
"2284","14","Level 2 & 3",">300","NA","Q3 2017"
"2285","14","Level 4 & Above","30 & Below","NA","Q3 2017"
"2286","14","Level 4 & Above",">30 - 100","NA","Q3 2017"
"2287","14","Level 4 & Above",">100 - 300","NA","Q3 2017"
"2288","14","Level 4 & Above",">300","NA","Q3 2017"
"2289","14","B1 & Below","30 & Below","88.89","Q4 2017"
"2290","14","B1 & Below",">30 - 100","95.35","Q4 2017"
"2291","14","B1 & Below",">100 - 300","NA","Q4 2017"
"2292","14","B1 & Below",">300","NA","Q4 2017"
"2293","14","Level 1","30 & Below","82.44","Q4 2017"
"2294","14","Level 1",">30 - 100","107.69","Q4 2017"
"2295","14","Level 1",">100 - 300","115.71","Q4 2017"
"2296","14","Level 1",">300","NA","Q4 2017"
"2297","14","Level 2 & 3","30 & Below","65.57","Q4 2017"
"2298","14","Level 2 & 3",">30 - 100","64.65","Q4 2017"
"2299","14","Level 2 & 3",">100 - 300","NA","Q4 2017"
"2300","14","Level 2 & 3",">300","89.98","Q4 2017"
"2301","14","Level 4 & Above","30 & Below","120.00","Q4 2017"
"2302","14","Level 4 & Above",">30 - 100","32.26","Q4 2017"
"2303","14","Level 4 & Above",">100 - 300","NA","Q4 2017"
"2304","14","Level 4 & Above",">300","NA","Q4 2017"
"2305","14","B1 & Below","30 & Below","341.21","Q1 2018"
"2306","14","B1 & Below",">30 - 100","218.87","Q1 2018"
"2307","14","B1 & Below",">100 - 300","195.81","Q1 2018"
